watershed_group_code,length_km_total,length_km_accessible15,length_km_accessible15_structureless,length_km_accessible20,length_km_accessible20_structureless,length_km_accessible30,length_km_accessible30_structureless,stream_km_accessible15,stream_km_accessible15_structureless,stream_km_accessible20,stream_km_accessible20_structureless,stream_km_accessible30,stream_km_accessible30_structureless,lake_reservoir_area_ha_total,lake_reservoir_area_ha_accessible15,lake_reservoir_area_ha_accessible15_structureless,lake_reservoir_area_ha_accessible20,lake_reservoir_area_ha_accessible20_structureless,lake_reservoir_area_ha_accessible30,lake_reservoir_area_ha_accessible30_structureless,wetland_area_ha_total,wetland_area_ha_accessible15,wetland_area_ha_accessible15_structureless,wetland_area_ha_accessible20,wetland_area_ha_accessible20_structureless,wetland_area_ha_accessible30,wetland_area_ha_accessible30_structureless,n_pscis_all,n_pscis_gt2010,n_pscis_gt2010_accessible_15,n_pscis_gt2010_accessible_20,n_pscis_gt2010_accessible_30,n_modelled_culverts_total,n_modelled_culverts_accessible15,n_modelled_culverts_accessible20,n_modelled_culverts_accessible30
OWIK,18810.3,1592.7,1384.5,2333.0,1970.7,3466.4,2692.6,1321.5,1203.2,1850.5,1609.8,2842.0,2218.7,18678.5,13620.6,11378.3,14148.0,11804.1,14386.4,11997.4,1742.4,1066.2,985.1,1306.7,1212.7,1393.9,1238.6,34,0,27,29,31,2128,290,488,826
PARK,2204.3,577.2,122.9,711.8,137.5,1121.2,170.6,541.9,129.2,671.6,143.0,1037.5,173.7,2380.9,470.5,3.1,487.0,6.2,1407.8,12.7,796.6,231.8,74.3,282.5,76.4,398.6,90.8,,,,,,2539,710,879,1319
PORI,1572.7,816.1,758.0,1039.0,965.9,1255.1,1148.4,661.0,609.2,861.0,794.4,1064.6,965.1,1160.5,918.2,880.9,1035.5,997.4,1088.1,1044.4,310.0,217.9,193.0,219.4,194.5,229.5,204.6,,,,,,176,50,64,108
QUES,12482.8,5583.0,3242.4,6294.0,3428.9,7360.8,3800.8,2179.2,555.6,2824.7,729.8,3812.4,1084.2,39916.4,36634.9,30541.1,36996.7,30627.2,37397.7,30773.6,9200.2,5540.4,578.0,5946.8,611.4,6575.9,682.1,4,0,0,0,0,4096,1817,2348,3014
REVL,10858.5,,,,,,,373.1,373.1,373.1,373.1,373.1,373.1,12765.5,,,,,,,1373.7,,,,,,,302,302,0,0,0,2382,0,0,0
SAJR,2346.1,1486.4,19.4,1664.3,20.0,1741.5,20.9,916.3,21.6,1047.8,22.2,1117.9,23.1,9995.3,6619.1,700.5,7111.6,700.5,7163.0,700.5,11376.9,5278.4,,5524.9,,5574.5,,,,,,,1974,1300,1540,1671
SALM,3658.3,1007.0,449.2,1404.3,552.7,1956.2,664.1,853.5,421.8,1175.7,495.8,1697.3,605.9,4630.0,1707.1,345.9,3203.4,1083.7,3392.7,1087.7,1067.0,580.9,179.0,666.0,185.9,715.9,186.9,307,300,121,172,244,3380,600,999,1734
SALR,3384.4,3079.6,,3234.5,,3313.8,,2011.7,70.6,2150.5,70.6,2225.7,70.6,8283.1,8041.5,,8055.0,,8071.0,,11443.1,10387.2,,10498.3,,10527.3,,56,52,56,56,56,1301,1173,1248,1279
SANJ,7275.6,1520.9,903.6,2101.1,1124.6,3422.3,1506.0,1400.6,846.6,1969.2,1065.7,3238.9,1418.9,5121.9,4281.5,3448.9,4405.6,3488.2,4593.5,3559.7,655.8,317.6,139.8,351.7,140.7,446.9,142.0,214,139,111,146,190,8580,882,1457,3148
SETN,26020.2,744.9,543.8,946.3,640.3,1681.5,916.2,678.8,489.9,870.9,577.7,1588.7,844.2,16519.0,5621.5,5538.8,5623.1,5539.2,5694.4,5566.9,2206.1,88.0,48.7,89.2,48.7,151.3,71.5,43,10,0,0,0,8203,160,249,782
SEYM,8298.8,1227.8,796.6,1814.0,1190.4,2752.6,1737.7,908.7,643.9,1335.6,915.7,2146.4,1378.8,12037.1,6512.0,3854.8,7984.4,4800.7,8898.8,5174.3,1580.0,705.0,531.7,839.2,632.0,905.9,672.8,,,,,,2763,463,834,1592
SHER,9718.1,1209.0,1208.9,1787.5,1783.4,3298.1,3283.6,934.9,934.8,1443.1,1439.1,2796.8,2782.5,5226.1,3103.5,3103.5,3278.3,3278.0,4113.2,4112.6,6008.5,2979.4,2979.4,3239.8,3239.8,4351.2,4351.2,,,,,,46,3,7,18
SHUL,7257.3,1183.9,896.9,1518.0,1003.6,2054.6,1109.5,636.3,379.9,956.7,482.2,1473.3,584.0,35952.6,34058.8,33269.6,34117.2,33273.4,34176.0,33276.8,2185.0,812.7,711.9,906.9,730.6,1014.5,734.2,261,19,49,88,158,3410,430,695,1131
SKGT,3066.4,282.1,187.8,356.0,212.5,650.2,349.9,236.5,154.2,309.9,178.5,600.5,314.5,404.8,305.0,296.7,305.0,296.7,316.5,303.9,495.8,432.2,327.3,432.2,327.3,443.8,327.3,,,,,,670,116,147,301
SLOC,7499.4,,,,,,,164.8,164.8,164.8,164.8,164.8,164.8,8997.0,,,,,,,553.7,,,,,,,248,248,0,0,0,3496,0,0,0
SMAR,12084.1,,,,,,,615.1,615.1,615.1,615.1,615.1,615.1,3310.0,,,,,,,4044.9,,,,,,,283,141,0,0,0,5856,0,0,0
SQAM,10470.1,752.4,569.3,898.1,657.6,1342.7,843.6,888.8,736.8,1011.2,807.0,1439.5,982.4,5780.6,447.4,138.5,463.0,139.9,545.6,143.8,794.4,343.4,282.4,347.3,286.3,358.3,291.0,19,2,3,4,7,4585,453,575,1017
STHM,6617.8,1072.4,280.2,1370.1,283.9,2955.8,344.7,930.1,250.1,1219.0,253.8,2648.6,313.9,5905.6,2893.1,1772.5,2944.5,1772.5,4268.1,1772.5,2065.7,504.5,129.8,550.6,129.8,1031.7,133.7,12,5,1,2,11,6152,1159,1535,3018
STIR,6350.7,493.0,478.1,891.4,757.2,1521.5,1217.3,478.1,465.0,814.4,699.3,1406.0,1125.6,1112.9,458.6,455.2,694.4,543.4,778.2,612.0,2185.9,348.4,326.8,1136.3,1027.0,1252.8,1122.5,,,,,,177,16,35,79
STUL,5674.6,4295.0,1681.4,4783.9,1825.6,5288.9,1973.2,2597.6,717.7,3050.9,851.0,3522.0,992.7,50436.8,49658.0,46587.0,49927.2,46712.9,50305.7,46751.7,13054.3,12087.9,3865.9,12278.5,3916.5,12391.0,3936.0,125,109,118,120,124,2329,1802,2062,2240
STUR,3704.7,3045.5,609.7,3369.4,677.8,3471.1,730.0,2240.0,549.3,2478.4,607.0,2569.2,655.6,5365.3,4093.4,146.8,4577.5,192.8,4590.9,194.0,9815.4,7842.1,756.2,8833.2,822.5,8887.3,841.3,6,0,6,6,6,1723,1405,1601,1642
SUST,8005.3,2443.3,2095.6,3166.1,2645.3,4412.6,3651.4,2091.6,1786.1,2784.1,2313.8,3990.6,3291.5,3780.0,3146.8,3037.5,3216.9,3092.0,3320.0,3170.3,2859.3,1927.7,1620.3,2086.7,1737.6,2308.1,1849.9,,,,,,458,233,312,397
SWIR,5908.5,2841.2,2604.7,3554.9,3241.3,4276.1,3892.1,2149.5,1936.6,2809.9,2521.3,3489.4,3133.9,8045.1,5762.3,5695.5,5922.1,5854.9,6097.0,6013.7,7179.8,5598.1,5395.0,5971.9,5745.6,6112.4,5864.2,,,,,,142,79,105,128
TABR,3731.1,2584.4,520.2,3128.5,556.0,3444.0,613.7,2236.2,494.0,2713.3,529.1,3013.7,585.9,1549.8,1161.8,47.9,1373.4,47.9,1394.3,48.4,3991.1,3036.7,207.7,3517.2,211.6,3669.6,217.2,267,257,221,260,262,3341,2174,2705,3037
TAHR,3775.8,814.1,812.3,1142.7,1137.3,2207.6,2194.2,710.4,708.5,1018.3,1013.9,1970.8,1958.4,1565.9,699.1,699.1,756.6,755.1,1055.0,1053.6,3579.7,804.3,804.3,947.4,927.5,1888.2,1868.3,,,,,,29,5,7,8
TAHS,3305.3,564.9,385.4,802.8,486.6,1230.2,649.9,538.7,369.9,760.8,465.6,1175.5,622.2,787.5,382.5,279.3,574.8,305.9,646.5,322.5,224.1,124.4,107.1,134.2,109.6,147.8,115.6,41,41,17,20,35,2809,340,573,1153
TAKL,7365.0,4698.4,2553.7,5431.6,2740.0,6221.3,3026.9,2584.2,819.2,3263.4,997.2,4020.9,1274.5,30545.6,30187.6,27570.8,30301.4,27581.7,30403.2,27597.1,7082.1,5445.0,2182.0,5953.7,2266.1,6152.2,2330.3,2,0,2,2,2,1753,1194,1448,1661
TASR,5493.9,1107.9,554.1,1647.4,776.1,2561.4,1252.1,791.5,398.8,1256.5,585.8,2016.8,979.6,7444.9,5195.6,4138.7,5287.7,4188.6,6149.2,4282.0,5608.1,2376.2,1089.5,2776.8,1198.4,3565.2,1564.8,,,,,,753,227,350,484
TATR,15037.8,2283.5,2157.7,2862.7,2694.3,3991.9,3721.2,2098.8,1988.3,2653.9,2501.4,3754.1,3500.2,4022.6,1698.6,1660.8,1805.4,1765.1,1924.2,1881.4,3609.0,2261.0,2136.8,2504.9,2375.9,2613.2,2481.8,,,,,,147,47,60,88
TAYR,4032.8,535.1,533.0,696.4,693.3,1170.7,1162.4,472.3,470.4,629.2,626.3,1093.6,1085.6,232.3,141.2,141.2,158.6,158.6,172.0,172.0,955.5,658.3,656.4,678.7,676.8,718.1,716.1,,,,,,20,10,12,14
TESR,7374.6,4175.6,4038.8,5587.5,5416.7,6535.7,6346.3,2818.1,2708.0,4011.6,3869.4,4866.4,4705.9,30873.9,28362.2,28210.2,29442.3,29287.0,30528.8,30373.4,12938.6,9571.8,9164.1,11325.6,10905.1,11752.9,11331.9,,,,,,24,20,22,24
THOM,7815.8,502.6,415.1,1185.8,465.9,2430.3,523.4,349.9,265.3,987.1,309.7,2169.2,362.3,7357.8,5009.7,4975.1,5394.4,4975.2,5717.1,4979.9,1654.7,79.8,65.5,264.8,104.6,543.6,104.6,14,9,0,1,6,6632,288,1059,2527
TOBA,14712.8,711.6,585.2,962.6,750.9,1558.4,984.8,737.1,636.6,939.2,768.7,1497.8,991.6,20296.2,935.4,687.9,1564.5,1056.1,1879.9,1104.5,1582.5,865.6,678.4,909.8,686.0,998.7,750.7,4,2,0,0,2,4416,234,352,778
TSAY,8587.4,518.2,485.2,748.4,682.4,1381.6,1178.6,537.6,509.7,716.1,655.9,1307.8,1111.8,1513.8,66.8,48.6,777.1,757.7,810.7,789.9,596.1,331.1,309.6,371.4,348.7,456.4,425.0,,,,,,723,91,124,296
TSIT,4230.9,404.9,212.4,666.4,249.3,1372.1,442.9,400.5,264.4,634.1,294.6,1274.4,440.0,1646.5,1103.3,82.1,1141.1,82.1,1289.1,150.3,394.3,172.0,120.4,190.8,120.4,297.7,175.5,1,1,1,1,1,4362,249,568,1518
TUTR,11828.4,2225.8,1909.3,3319.2,2722.2,4352.2,3532.2,1133.6,935.8,1963.3,1569.4,2954.2,2343.0,36827.2,31008.6,29934.6,34433.0,32174.2,34632.5,32349.5,5390.3,3535.9,2682.9,4260.8,3299.9,4403.7,3411.2,,,,,,143,40,54,70
TWAC,3033.3,669.0,108.3,1057.5,160.5,2072.8,218.3,500.0,110.0,729.3,138.1,1345.5,165.3,5549.7,1065.0,0.2,2334.9,91.2,3548.9,123.7,9336.3,1434.2,,2406.5,212.7,6713.6,590.8,,,,,,2799,639,968,1831
UARL,11925.2,,,,,,,320.2,320.2,320.2,320.2,320.2,320.2,33926.7,,,,,,,1123.6,,,,,,,167,64,0,0,0,3244,0,0,0
UBIR,5250.5,614.2,541.2,817.6,729.7,1347.4,1223.3,517.6,465.2,715.2,648.2,1223.9,1120.8,847.4,494.2,371.9,501.9,378.6,692.2,568.9,1500.2,1211.7,1083.9,1224.0,1096.2,1272.9,1144.9,,,,,,83,51,58,71
UCHR,5789.1,4290.6,1778.2,4763.1,1996.5,5090.0,2116.1,3045.4,1228.6,3470.7,1413.0,3762.5,1524.3,5952.6,4603.7,2808.1,4848.4,3044.3,4915.6,3057.6,21457.8,16376.8,8473.5,16654.0,8688.6,16827.4,8728.8,4,3,4,4,4,1895,1410,1616,1724
UEUT,8691.8,,,,,,,123.2,123.2,123.2,123.2,123.2,123.2,45359.7,,,,,,,16704.4,,,,,,,8,2,0,0,0,479,0,0,0
UFRA,14134.4,1338.1,920.1,1666.7,1074.5,2685.3,1682.6,1299.1,961.2,1620.3,1111.9,2515.7,1620.4,3672.3,1784.0,1679.0,1803.3,1690.4,1904.6,1771.9,3042.5,1396.5,810.9,1412.6,813.8,1735.2,1091.3,169,83,98,125,151,1936,728,924,1231
UJER,4005.9,2773.0,2773.0,3073.2,3073.2,3390.6,3390.6,2042.7,2042.7,2326.0,2326.0,2629.2,2629.2,4760.2,4253.4,4253.4,4385.3,4385.3,4464.5,4464.5,8608.2,8260.1,8260.1,8262.8,8262.8,8286.5,8286.5,,,,,,,,,
UNAR,10315.4,1451.8,1451.8,2027.8,2027.8,3735.5,3735.5,1265.8,1265.8,1808.1,1808.1,3460.6,3460.6,968.7,489.3,489.3,529.9,529.9,693.5,693.5,3799.5,2175.7,2175.7,2345.9,2345.9,2583.1,2583.1,,,,,,,,,
UNRS,9844.8,0.0,0.0,0.0,0.0,0.0,0.0,62.3,62.3,62.3,62.3,62.3,62.3,66581.7,,,,,,,7132.0,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,1861,0,0,0
UNTH,9754.5,1069.8,764.1,1389.6,857.2,2352.1,1024.2,967.0,700.3,1256.5,788.7,2104.9,939.8,2581.1,630.1,573.7,670.8,576.2,914.3,587.1,6268.7,2008.0,1554.0,2273.1,1570.3,3233.1,1668.2,10,0,4,5,7,4433,455,726,1442
UNUR,4526.0,315.2,315.2,411.8,411.8,691.4,619.8,342.9,342.9,424.7,424.7,651.7,597.6,1481.3,109.7,109.7,128.6,128.6,500.8,333.2,253.1,129.0,129.0,130.3,130.3,166.1,166.1,,,,,,163,1,1,23
USHU,7678.6,698.4,408.0,1074.9,431.3,1836.5,474.6,657.9,377.5,976.8,400.3,1693.0,440.7,10536.4,6144.1,6037.5,6856.0,6037.5,7084.1,6040.2,2644.6,461.4,440.1,702.1,442.6,1081.6,467.9,64,18,4,24,44,4271,401,718,1368
USKE,9221.3,1856.4,1750.0,2702.3,2508.3,4330.3,3950.2,1553.0,1455.7,2323.8,2143.7,3885.9,3524.7,1650.4,929.5,895.3,1020.4,976.9,1168.7,1095.7,6144.1,3895.1,3834.6,4486.8,4396.9,4797.7,4688.4,,,,,,204,135,162,190
USTK,7691.3,2851.6,2844.3,3979.9,3974.4,5294.9,5286.0,2388.9,2383.8,3424.2,3420.3,4666.5,4658.2,3319.1,2650.4,2648.1,2844.1,2842.2,2984.0,2982.0,6385.8,3979.8,3970.6,4657.6,4657.0,5133.0,5132.4,,,,,,24,2,6,21
UTRE,2702.8,1507.4,806.4,1718.1,862.2,2473.5,979.5,966.7,421.8,1163.9,475.6,1840.4,582.2,14529.0,14133.7,13212.6,14185.3,13223.9,14495.7,13234.3,3982.8,2903.2,1230.8,3025.6,1241.2,3772.0,1443.2,58,58,34,40,56,915,442,561,863
VICT,826.8,364.9,33.1,451.5,40.4,601.1,56.3,303.8,32.2,374.4,39.5,513.2,54.7,1788.6,1301.1,7.2,1521.0,7.3,1654.4,8.2,328.8,129.1,0.5,160.8,0.5,185.9,3.9,,,,,,1598,763,911,1193
WILL,5274.9,3576.8,1105.0,4140.2,1196.0,4710.0,1269.6,2870.1,859.5,3395.9,947.7,3938.4,1018.9,4435.0,4036.0,2653.6,4100.6,2653.7,4161.4,2657.5,7691.0,6731.5,2435.3,6992.0,2454.2,7150.6,2471.4,382,375,332,365,377,3832,2255,2752,3337
WORC,7703.4,1394.1,1154.1,1896.6,1593.9,2745.4,2285.5,1094.9,961.0,1555.4,1361.2,2335.1,1996.7,5150.3,2467.6,1540.2,2671.6,1731.7,3309.1,2236.2,1888.1,1249.1,1160.5,1325.8,1235.6,1456.9,1355.5,,,,,,641,136,209,362
ZYMO,7386.2,1304.6,1060.7,1660.2,1286.7,2512.6,1853.4,1125.2,937.2,1446.7,1147.1,2264.4,1694.0,2279.5,1484.3,1179.9,1634.2,1204.0,1709.5,1241.7,2460.2,1654.1,1326.7,1751.1,1387.1,1907.4,1471.6,248,248,99,129,195,1623,244,378,672
